symbol,sample,status,reward_score,return_pct,sharpe_ratio,avg_annual_return_pct,max_drawdown_pct,strategy_code,model
MSFT,5,profitable,20.311232098474786,31.48249999999999,0.5302117989957833,20.311232098474786,26.287686589179305,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma_short = bt.indicators.SimpleMovingAverage(self.data.close, period=20)
        self.sma_long = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.sma_short > self.sma_long:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.sma_short < self.sma_long:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
TSLA,1,loss,0.0,-13.91960000000001,0.25541218756724593,20.731343225141696,64.07920124384168,"class Strategy(bt.Strategy):
    params = (('short_window', 20), ('long_window', 50),)
    def __init__(self):
        self.dataclose = self.datas[0].close
        self.order = None
        self.sma_short = bt.indicators.SimpleMovingAverage(self.datas[0], period=self.params.short_window)
        self.sma_long = bt.indicators.SimpleMovingAverage(self.datas[0], period=self.params.long_window)
    def next(self):
        if self.order:
            return
        if not self.position:
            if self.sma_short > self.sma_long:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.sma_short < self.sma_long:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
TSLA,2,loss,0.0,-13.91960000000001,0.25541218756724593,20.731343225141696,64.07920124384168,"class Strategy(bt.Strategy):
    params = (('short_window', 20), ('long_window', 50),)

    def __init__(self):
        self.sma_short = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.short_window)
        self.sma_long = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.long_window)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.sma_short > self.sma_long:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.sma_short < self.sma_long:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
TSLA,3,profitable,25.413414683987728,7.434000000000007,0.34577255573465715,25.413414683987728,63.54946505969014,"class Strategy(bt.Strategy):
    params = (('period', 20),)
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.period)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.data.close[0] > self.sma[0]:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.data.close[0] < self.sma[0]:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
TSLA,4,loss,0.0,-13.91960000000001,0.25541218756724593,20.731343225141696,64.07920124384168,"class Strategy(bt.Strategy):
    params = (('short_window', 20),
              ('long_window', 50))

    def __init__(self):
        self.data_close = self.datas[0].close
        self.short_mavg = bt.indicators.SimpleMovingAverage(self.data_close, period=self.params.short_window)
        self.long_mavg = bt.indicators.SimpleMovingAverage(self.data_close, period=self.params.long_window)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.short_mavg > self.long_mavg:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.short_mavg < self.long_mavg:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
TSLA,5,profitable,25.350607579869415,3.476800000000013,0.33244599163338484,25.350607579869415,64.24188529619721,"class Strategy(bt.Strategy):
    params = (
        ('short_period', 10),
        ('long_period', 30),
    )

    def __init__(self):
        self.dataclose = self.datas[0].close
        self.short_sma = bt.indicators.SimpleMovingAverage(self.dataclose, period=self.params.short_period)
        self.long_sma = bt.indicators.SimpleMovingAverage(self.dataclose, period=self.params.long_period)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.short_sma > self.long_sma:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.short_sma < self.long_sma:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
GOOGL,1,loss,0.0,-16.764100000000013,-1.620899611866419,-8.57523905801627,22.218936437936392,"class Strategy(bt.Strategy):
    params = (('short_period', 10), ('long_period', 50),)
    def __init__(self):
        self.sma_short = bt.indicators.MovingAverageSimple(self.data.close, period=self.params.short_period)
        self.sma_long = bt.indicators.MovingAverageSimple(self.data.close, period=self.params.long_period)
    def next(self):
        if self.sma_short > self.sma_long:
            self.order_target_percent(target=1.0)
        elif self.sma_short < self.sma_long:
            self.order_target_percent(target=0.0)",Qwen2.5-32B LoRA v1-500
GOOGL,2,loss,0.0,-4.188800000000015,-0.21355530252410482,-1.4479167822949779,25.10320449971619,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma20 = bt.indicators.SimpleMovingAverage(self.data.close, period=20)
        self.sma50 = bt.indicators.SimpleMovingAverage(self.data.close, period=50)

    def next(self):
        if self.sma20 > self.sma50:
            self.order_target_percent(target=1.0)
        elif self.sma20 < self.sma50:
            self.order_target_percent(target=0.0)",Qwen2.5-32B LoRA v1-500
GOOGL,3,no_trades,-1.0,0.0,,0.0,0.0,"class Strategy(bt.Strategy):
    params = (
        ('ma_short_period', 20),
        ('ma_long_period', 50),
    )

    def __init__(self):
        self.data = self.datas[0]
        self.ma_short = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.ma_short_period)
        self.ma_long = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.ma_long_period)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.ma_short > self.ma_long:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.ma_short < self.ma_long:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
GOOGL,4,profitable,16.111999999999995,32.22399999999999,0.9379344587884806,16.111999999999995,13.017415683886924,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.sma_long = bt.indicators.SimpleMovingAverage(self.data.close, period=200)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.sma > self.sma_long:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.sma < self.sma_long:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
GOOGL,5,no_trades,-1.0,0.0,,0.0,0.0,"class Strategy(bt.Strategy):
    params = (
        ('short_period', 20),
        ('long_period', 50),
    )

    def __init__(self):
        self.short_mavg = bt.indicators.MovingAverageSimple(self.data, period=self.params.short_period)
        self.long_mavg = bt.indicators.MovingAverageSimple(self.data, period=self.params.long_period)
        self.order = None

    def next(self):
        if self.order:
            return

        if not self.position:
            if self.short_mavg[0] > self.long_mavg[0]:
                self.order = self.order_target_percent(target=1.0)
        else:
            if self.short_mavg[0] < self.long_mavg[0]:
                self.order = self.close()",Qwen2.5-32B LoRA v1-500
